sid,title,group_name,datelocation,year,month,mid,name,year:1,nbr_sessions,instruments
R119022,,Hot Trio Jean Robert,"Brussels, c. February 1941",1941,February,38598,Rudy Bruder,1941,26,p
R23281,,,"New York, May 3, 1935",1935,May,4502,Stan King,1935,635,d
R72912,,,"Live ""Carnegie Hall"", New York, June 17, 1946",1946,June,14923,Curly Russell,1946,135,b-2
R21516,,,"Hollywood, CA, June 3, 1947",1947,June,20398,Don Tosti,1947,29,b
R151382,The Stride Piano Of Dick Wellstood,,"New York, October 25, 1954",1954,October,11846,Tommy Benford,1954,95,d
R190839,,,"Los Angeles, prob. 1946",1946,,175733,Emil Cadkin,1946,1,arr
R54462,,Stan Getz Quintet,"Broadcast, ""Birdland"", New York, January 15, 1953",1953,January,4636,Bill Crow,1953,150,b
R35241,,Bing Crosby acc by John Scott Trotter's Dixie Group,"General Electric Radio Show, Los Angeles, November 27, 1952",1952,November,10921,Buddy Cole,1952,102,p
R73128,,,"Radio Splendid, Buenos Aires, 1953",1953,,89164,G. Cengia,1953,1,p
R202584,,,"London, November 19, 1940",1940,November,188708,Stanley Andrews,1940,8,"tp,vln"
R96786,,Lucky Millinder And His Orchestra,"AFRS Jubilee, Hollywood, CA, c. January 1945",1945,January,9558,Panama Francis,1945,287,d
R69505,,Helen Humes Acc By Marshall Royal And His Orchestra,"Los Angeles, May 9, 1950",1950,May,989,Eddie Beal,1950,45,p
R165598,,Eddie South Acc. By Robert Trendler And His Orchestra,"WGN-TV, Chicago, IL, April 15-June 17, 1951",1951,April,5585,Johnny Pate,1951,62,comp
R28148,,Celestin's Original Tuxedo Orchestra,"New Orleans, LA, October 26, 1947",1947,October,5054,Bill Matthews,1947,28,tb
R9528,,,"Concert ""Royal Festival Hall"", London, January 9, 1955",1955,January,18268,Lonnie Donegan,1955,69,bj
R9917,,,"Paris, 1943",1943,,19638,Pierre Foucault,1943,24,p
R179715,,Johnny Mercer with Paul Weston and his Orchestra,"Los Angeles, November 21, 1945",1945,November,44434,Bill Schaefer,1945,91,
R66984,,,"New York, March, 1945",1945,March,82733,Marjorie Hyams,1945,39,vib
R88151,,Jimmie Lunceford And His Orchestra,"New York, February 27, 1945",1945,February,42441,Ernest Purce,1945,56,ts
R158390,,Trummy Young And His Fifty-Fifty Band,"Paris, December 6, 1955",1955,December,9572,Andre Persiany,1955,135,p
R201126,,,"Zurich, mid-1945",1945,,27522,Billy Toffel,1945,111,g
R75829,The Jo Jones Special,,"New York, August 11, 1955",1955,August,17087,Count Basie,1955,601,p-1
R26815,Why Do I Love You,,"Los Angeles, November 11, 1955",1955,November,20465,Helen Carr,1955,7,vcl
R55040,Good Bait,Dizzy Gillespie And His Orchestra,"AFRS Jubilee 313, New York, c. late December 1948",1948,December,74808,Jesse Tarrant,1948,17,tb
R12065,,,"Oakland, 1950",1950,,22729,Pete Jack,1950,4,d
R116931,,Django Reinhardt Et Son Grand Orchestre,"Brussels, April 16, 1942",1942,April,19626,Bobby Naret,1942,69,
R34344,,Frank Coughlan's Trocadero Orchestra,"Sydney, May 25, 1937",1937,May,53461,Bill Miller,1937,8,tb
R88973,,,"New York, June 9, 1952",1952,June,101707,Mack Edmondson,1952,2,vcl
R152888,,Paul Whiteman And His Orchestra,"Radio broadcast, New York, February 23, 1937",1937,February,124211,Sam Korman,1937,6,
R126976,,,"Hollywood, CA, June 5, 1945",1945,June,107553,Rudy Tanza,1945,43,
R29679,,,"London, September 28, 1952",1952,September,19170,Dickie Hawdon,1952,61,tp
R186300,More Sydney Jazz Concerts,,"Sydney, June 16, 1950",1950,June,6460,Keith Silver,1950,8,"cl,as"
R121720,,,"New York, October 19, 1946",1946,October,128076,Troy Stowe,1946,3,ts
R167918,,Nick LaRocca And His Original Dixieland Band,"Broadcast ""Saturday Night Swing Club"", New York, October 31, 1936",1936,October,116718,Boyd Bennett,1936,4,b
R14511,,,"Frankfurt am Main, March 27, 1954",1954,March,26704,Max Rabenstein,1954,7,vln
R23309,,,"New York, October 7, 1937",1937,October,11726,Chick Bullock,1937,200,vcl
R71835,,Harry James And His Orchestra,"New York, February 20, 1939",1939,February,20231,Andy Gibson,1939,216,arr
R120667,,Hubert Rostaing Et Son Orchestre,"Paris, March 16, 1943",1943,March,19496,Lucien Gallopain,1943,30,g
R70894,,Bull Moose Jackson And His Buffalo Bearcats,"New York, c. August 1945",1945,August,21439,Burnie Peacock,1945,44,as
R153109,,,"Poland, late 1950's",1950,,150439,Franciszek Okun,1950,4,b
R51497,,Panama Francis And His Miamians,"New York, December, 1945",1945,December,6564,Bull Moose Jackson,1945,38,ts
R41712,,Tommy Dorsey And His Orchestra,"New York, December 13, 1935",1935,December,42118,Joe Ortolano,1935,56,tb
R56574,,,"Chicago, November 22, 1935",1935,November,54436,Joe Harris,1935,38,"tb,vcl"
R82474,,Frankie Laine with Clare Fischer & His Orchestra,"Los Angeles, April 23, 1949",1949,April,5547,Babe Russin,1949,422,
R7053,,Georgie Auld And His Orchestra,"New York, February 7, 1945",1945,February,14881,Patti Powers,1945,4,
R201130,,,"Zurich, early 1947",1947,,27525,Gene Favre,1947,68,b
R102314,,,"New York, May 3, 1937",1937,May,112415,Bill Stone,1937,19,"cl,as"
R138605,,Jack Teagarden And His Orchestra,"Chicago, April 11, 1946",1946,April,6177,Jack Teagarden,1946,507,"tb,vcl"
R131464,,Frank Socolow's Duke Quintet,"New York, May 2, 1945",1945,May,14884,Freddy Webster,1945,33,tp
R38730,,,"New York, October 14, 1951",1951,October,4574,Billy Byers,1951,297,
R50145,,Ralph Flanagan And His Orchestra,"New York, November 23, 1949",1949,November,7089,Toots Mondello,1949,264,
R10437,,,"Decca/World Transcriptions, Hollywood, CA, December 8, 1945",1945,December,20346,Edward Stress,1945,2,tp
R112033,,,"New York, February 19, 1952",1952,February,9874,Leonard Gaskin,1952,158,b
R83021,,Ludo Langlois And His Orchestra,"Brussels, 1936-37",1936,,96920,Emile Loward,1936,1,vln
R64343,Ted Heath at the London Palladium,,"Concert, ""Palladium"", London, April 12, 1953",1953,April,17773,Ronnie Verrell,1953,205,d
R105039,Mambo/Latino Dances,Chico O'Farrill And His Orchestra,"Los Angeles, April 16, 1954",1954,April,16815,Don Bagley,1954,253,b
R32828,,Eddie Condon And His Band,"New York, November 12, 1938",1938,November,12790,Artie Shapiro,1938,126,b
R4449,Robert Normann: Sigarett Stomp,,"Oslo, November 4, 1950",1950,November,10114,Einar Hoff,1950,1,b
R56704,,Benny Goodman Quartet,"Saturday Night Swing Club broadcast, New York, January 29, 1938",1938,January,4238,Teddy Wilson,1938,585,p
R91607,,Billy Mason And His Orchestra,"London, February 25, 1935",1935,February,44329,George Elrick,1935,20,d
R141533,,Gosta Tonnes Orkester,"Malmo, October 19, 1946",1946,October,141333,Gosta Tonne,1946,1,
R48068,,Willi Fantl Und Sein Orchester,"Vienna, 1953",1953,,2521,Joe Zawinul,1953,263,p
R135647,,,"New York, December 10, 1938",1938,December,11703,Chester Hazlett,1938,119,"cl,as"
R152888,,Paul Whiteman And His Orchestra,"Radio broadcast, New York, February 23, 1937",1937,February,11710,Walter Edelstein,1937,40,
R71087,Meet Milt Jackson,Milt Jackson And His New Sound Group,"New York, February 23, 1949",1949,February,21,Roy Haynes,1949,409,d
R184830,,,"Hollywood, CA, September 6, 1946",1946,September,169479,James McGee,1946,1,fhr
R127013,,,"Los Angeles, 7-10:30pm, October 17, 1946",1946,October,10885,Frank Beach,1946,280,
R171887,,,"Geneva, 1955",1955,,14686,Roger Dannhauer,1955,13,b
R115373,,,"Brussels, Belgium, January 17, 1944",1944,January,33203,George van Helvoirt,1944,66,
R141032,Tjader Plays Mambo,Cal Tjader's Orchestra,"San Francisco, CA, September 21, 1954",1954,September,20475,Dick Collins,1954,89,
R91607,,Billy Mason And His Orchestra,"London, February 25, 1935",1935,February,1163,Dave Shand,1935,98,"cl,as"
R39348,,,"Brussels, early December 1944",1944,December,29480,Peter Packay,1944,43,
R63835,"Original Broadcast Performances Live At The Blue Room, New York",Erskine Hawkins And His Orchestra,"Live ""Blue Room"", Hotel Lincoln, New York, May 1, 1946",1946,May,48761,Julian Dash,1946,83,ts
R81350,,Gene Krupa And His Orchestra,"New York, March 10, 1939",1939,March,88384,Dalton Rizzotto,1939,137,tb
R83753,,Elliot Lawrence And His Orchestra,"New York, late November 1946",1946,November,10795,John St. Amour,1946,19,fhr
R127799,Politely,Bobby Sherwood And His Orchestra,"unidentified broadcasts, poss. 1946",1946,,95235,Bob Leeman,1946,31,
R29314,,,"Paris, February 13, 1941",1941,February,2822,Raymond Wraskoff,1941,31,p
R96106,,Glenn Miller And His Orchestra,"New York, April 28, 1940",1940,April,107528,Chummy MacGregor,1940,343,p
R105651,,,"New York, February 17, 1949",1949,February,17375,Wilford Holcombe,1949,4,bar
R95561,,,"Los Angeles, c. December 16-30, 1950",1950,December,46456,"Mitchell ""Tiny"" Webb",1950,36,g
R106234,,,"Milan, December 9, 1953",1953,December,116762,"Enrico ""Joe"" Ambrogi",1953,5,tp
R121139,,Lita Roza With The Tony Kinsey Quartet,"London, April 5, 1955",1955,April,81821,Lita Roza,1955,9,vcl
R88141,,Jimmie Lunceford And His Orchestra,"New York, February 8, 1944",1944,February,17019,Truck Parham,1944,103,b
R18949,,,"New York, April 16, 1940",1940,April,34147,Sam Sachelle,1940,171,"ts,bar"
R55604,,,"Los Angeles, October 30, 1954",1954,October,9618,Billy Hadnott,1954,96,b
R70905,,,"New York, September 14, 1949",1949,September,87704,"Eugene ""Heads"" Adams",1949,8,as
R140220,,,"New York, late summer 1947",1947,,1004,Joe Newman,1947,657,tp
R94937,,,"Pensacola, Florida, October 8, 1947",1947,October,77683,Eddie Williams,1947,9,d
R138414,,,"New York, April 3, 1949",1949,April,20140,Ed Burke,1949,38,tb
R148668,,,"New York, November 6, 1940",1940,November,43556,Cedric Wallace,1940,64,b
R152483,,Kitty White With Orchestra Conducted By David Carroll,"Chicago IL, 1955",1955,,77133,Kitty White,1955,23,vcl
R146222,,Ray Ventura And His Orchestra,"Paris, March 4, 1938",1938,March,2841,Max Blanc,1938,34,
R4859,,Ray Anthony And His Orchestra,"New York, November 17, 1953",1953,November,10824,Skyliners,1953,155,
R96941,,Roy Milton Featuring Caughey Roberts,prob. late 1946/early 1947,1946,,12518,Caughey Roberts,1946,33,as
R90962,,,"New York, May 4, 1945",1945,May,14906,Buddy Christian,1945,103,d
R74461,,Bill Johnson And His Musical Notes,"January, 1947",1947,January,10803,Bill Johnson,1947,91,saxes
R16323,New Sounds,,"New York, December 22, 1947",1947,December,30329,Orlando Wright,1947,1,ts
R126793,,Art Shaw And His Orchestra,"New York, August 6, 1936",1936,August,131873,Ben Ginsberg,1936,22,b
R140396,,Claude Thornhill Piano Solos,"New York, December 16, 1947",1947,December,25444,Billy Exiner,1947,67,d
R188153,,,"Paris, June, 1941",1941,June,188722,Bob Bermoser,1941,1,vln
R111471,,,"Sydney, December 30, 1954",1954,December,52217,Peter Pretty,1954,4,
R111378,,Tom Pickering's Cotton Pickers,"Adelaide, April 4, 1947",1947,April,89998,Lew Fisher,1947,24,p
R184189,"Ken ""Snakehips"" Johnson and his West Indian Dance Band",,"Privately recorded aircheck from BBC broadcast, July 17, 1938",1938,July,168884,Betty Dale,1938,12,vcl
R201337,,,"Zurich, November, 1940",1940,November,6831,Glyn Paque,1940,32,
R43598,,Monte Easter and His Orchestra,"Los Angeles, 1952",1952,,63737,Pat Johnny,1952,1,
R17985,,,"San Antonio, September 17, 1937",1937,September,32797,Walter McHenry,1937,6,b
R83744,,Elliott Lawrence And His Orchestra,"Broadcast ""Time Town Ballroom"", St. Louis, MO, June 21, 1945",1945,June,97451,Buddy Gentiles,1945,2,as
R61682,,Lionel Hampton And His Orchestra,"New York, April 17, 1951",1951,April,8973,Ellis Bartee,1951,32,d
R13388,,Tex Beneke And His Orchestra,"Hollywood, CA, September 1, 1953",1953,September,25106,Ralph Craig,1953,68,
R7166,Claire Austin Sings The Blues,,"Los Angeles, April 2, 1954",1954,April,12663,Minor Hall,1954,70,d
R150203,,,"Live ""Hambone Kelly's"", San Francisco, CA, February 9, 1950",1950,February,24386,Pat Patton,1950,32,bj
R154159,,,"unknown location, poss. New York ?, September 20, 1949",1949,September,101706,Eddie Mack,1949,9,vcl
R74492,,Budd Johnson And His Orchestra,"New York, June, 1947",1947,June,90482,Mary Stafford,1947,9,
R20450,,Brocksi-Quintet,"Reichssender, Stuttgart, April 17, 1944",1944,April,36586,Fritz Brocksieper,1944,13,d
R49820,,Ella Fitzgerald Acc By Sonny Burke And His Orchestra,"Los Angeles, November 26, 1951",1951,November,69436,Hammond Russum,1951,16,
R53573,,Sammy Gardner And The Fabulous Windy City Six,"St. Louis, July 1953",1953,July,73441,Skip Derringer,1953,5,tb
R120685,,Hubert Rostaing Et Son Sextette,"Paris, December 15, 1949",1949,December,2873,Benny Vasseur,1949,153,tb
R36744,,,"New Orleans, LA, 1949",1949,,56262,Charlie Stow,1949,1,d
R41735,,Tommy Dorsey And His Orchestra,"New York, February 17, 1937",1937,February,26580,Joe Bauer,1937,52,
R194734,Gene Norman Presents Bobby Short,,prob. late 1940's or early 1950's,1940,,44487,Bobby Short,1940,62,"vcl,p"
R34772,,,"London, March 22, 1951",1951,March,51122,Sonny Morris,1951,55,cnt
R158387,,,"V-Disc recording session, New York, July 18, 1945",1945,July,12630,Bill Stegmeyer,1945,169,
R43995,,Estelle Edson with Oscar Pettiford and His All Stars,"Los Angeles, 1946",1946,,9118,Chuck Norris,1946,53,g
R6512,Jazz And Hot Dance In Chile,,"Concepcion, August 25, 1945",1945,August,13891,Rafael Traslavina,1945,2,p
R99061,,"Dwight ""Gatemouth"" Moore Acc By Tiny Grimes' Swingtet","New York, October 25, 1946",1946,October,109429,Sam Benskin,1946,12,"p,celeste"
R153973,,Charles Williams Acc By Paul Gayten Orchestra,"New Orleans, December 14, 1955",1955,December,6974,Edgar Blanchard,1955,9,g
R72301,,,"Warner Bros. soundstage, Hollywood, CA, August 1944",1944,August,6165,Sidney Catlett,1944,234,
R100652,,Gerry Mulligan Quartet,"Phil Turetsky's House, Los Angeles, July 9, 1952",1952,July,9215,Chet Baker,1952,317,tp
R65671,,Woody Herman And His Orchestra,"New York, November 16, 1945",1945,November,17089,Woody Herman,1945,496,"cl,as,vcl"
R123716,,Jan Savitt And His Orchestra,"Hollywood, CA, July 28, 1942",1942,July,129981,Jan Savitt,1942,48,"vln,arr,dir"
R65310,,,"Berlin, September 2 & 3, 1954",1954,September,64367,Heinz Oltersdorf,1954,42,tp
R138605,,Jack Teagarden And His Orchestra,"Chicago, April 11, 1946",1946,April,139161,Tex Williamson,1946,12,
R78391,,Stan Kenton And His Orchestra,"Hollywood, CA, (8-11 PM), March 1, 1954",1954,March,1065,Charlie Mariano,1954,324,as
R51197,,,"New York, August 26, 1947",1947,August,70705,Margie Day,1947,10,vcl
R81456,,,"Broadcast, ""Spotlight Bands"", Chicago, November 19, 1945",1945,November,37862,Martha Tilton,1945,147,
R113586,,Louis Prima And His Orchestra,"Park Central Hotel, New York, April, 1944",1944,April,122014,Charles Remeley,1944,1,
R117743,,,"Los Angeles, August 27, 1954",1954,August,10181,Bob Poland,1954,178,bar
R32844,,Eddie Condon Blue Network Show 1,"nBroadcast ""Town Hall"", New York, May 20, 1944",1944,May,6887,Pee Wee Russell,1944,302,cl
R113482,,Sam Price And His Texas Blusicians,"New York, March 13, 1940",1940,March,6891,Sammy Price,1940,165,"p,vcl"
R61615,,Lionel Hampton And His Orchestra,"New York, March 2, 1944",1944,March,79747,Fred Beckett,1944,16,tb
R115116,,,"Los Angeles, October 15, 1945",1945,October,22919,Alan Jeffreys,1945,19,
R76567,,Louis Jordan & His Tympany Five,"Los Angeles, CA, November 24, 1947",1947,November,12734,Bill Doggett,1947,182,
R9912,,,"Paris, 1943",1943,,19496,Lucien Gallopain,1943,30,p
R127010,,,"Los Angeles, 8:15pm-12:45am, August 16, 1946",1946,August,9042,Dodo Marmarosa,1946,136,p
R142825,,Lennie Tristano Trio,"New York, October 8, 1946",1946,October,43572,Lennie Tristano,1946,44,p
R153668,,Lee Wiley Acc By Eddie Condon & His Orchestra,"New York, c. February 1942",1942,February,7088,Vernon Brown,1942,287,
R86233,,Jimmy Liggins And His Drops Of Joy,"Los Angeles, September 9, 1947",1947,September,99404,Jimmy Dedmon,1947,6,as
R59310,,,"Hollywood, CA, November 4, 1946",1946,November,14874,Al Killian,1946,185,
R10472,,,"New York, January 16, 1949",1949,January,11003,Charlie Barnet,1949,255,"sax,ldr"
R11053,,Count Basie And His Orchestra,"New York, June 6, 1938",1938,June,1062,Jo Jones,1938,524,d
R115138,Memphis In June,Boyd Raeburn And His Orchestra,"New York, February 1, 1947",1947,February,5772,Conrad Gozzo,1947,554,
R149924,,Ethel Waters Acc By Eddie Mallory And His Orchestra,"New York, November 9, 1938",1938,November,21521,Ethel Waters,1938,89,vcl
R43798,,Billy Eckstine And His Orchestra,"Los Angeles, October 5, 1946",1946,October,64002,Bill McMahon,1946,6,b
R49175,Sweet With A Beat,The Jerry Fielding Orchestra,"Los Angeles, November 12, 1954",1954,November,3580,Red Callender,1954,450,b
R71051,,Jimmy Jackson All Stars,"Concert, 1952",1952,,46456,"Mitchell ""Tiny"" Webb",1952,36,g
R188336,,Machito Orchestra with Chano Pozo,"New York, February 7, 1947",1947,February,36940,Jose Madera,1947,16,ts
R150529,,Chick Webb And His Orchestra,"New York, October 27, 1937",1937,October,37322,Bobby Stark,1937,82,tp
R150157,,,"Live ""Dawn Club"", San Francisco, CA, 1941-1942",1941,,71992,Russ Bennett,1941,22,bj
R138595,,Jack Teagarden And His Orchestra,"Standard transcriptions, Los Angeles, August 22, 1944",1944,August,20398,Don Tosti,1944,29,b
R74990,,,"Chicago, September 16, 1936",1936,September,83261,J. Harry Shayne,1936,12,p
R135648,,,"Hollywood, CA, March 20, 1939",1939,March,137026,Leo Trammel,1939,6,cl
R112612,,,"Sydney, late 1948",1948,,121424,Rex Kidney,1948,1,cl
R64787,,Bob Henders Sextet,"Stockholm, September 18, 1947",1947,September,20283,Peanuts Holland,1947,68,"tp,vcl"
R72264,,Jimmy James' Jas' Band,"Chicago, c. 1951",1951,,76313,Fred Flynn,1951,24,d
R38085,,Wild Bill Davison With Percy Faith and His Orchestra,"New York, July 18, 1955",1955,July,21580,Percy Faith,1955,20,dir
R67253,,,"New York, September 17, 1953",1953,September,2496,Emmett Berry,1953,170,tp
R195908,,,"BBC Jazz Club, London, December 19, 1955",1955,December,7031,Beryl Bryden,1955,71,
R106632,Live,Kid Ory And His Band,"Concert, ""Rendezvous Ballroom"", Santa Monica, CA. Summer, 1947",1947,,13022,Ed Garland,1947,97,"b,vcl"
R4605,,,"Berlin, June 28, 1943",1943,June,10410,Alfredo Marzaroli,1943,97,tp
R49829,,,"Los Angeles, November 30, 1952",1952,November,12646,Ella Fitzgerald,1952,437,vcl
R15576,,Malcolm Bills Trio,"Adelaide, 1944",1944,,29011,Bob Clancy,1944,3,d
R127011,,,"Los Angeles, 8:30pm-12mid, September 10, 1946",1946,September,5547,Babe Russin,1946,422,
R105750,,"Jean Omer And His Swing Orchestra From ""Boeuf Sur Le Toit""","Brussels, c. December 1940",1940,December,22666,Vic Bayens,1940,27,"as,cl"
R126969,,Artie Shaw And His Orchestra,"Hollywood, CA, November 23 & 24, 1944",1944,November,8988,Jimmy Mundy,1944,331,
R22515,,Philippe Brun And His Swing Band,"Paris, December 28, 1937",1937,December,2841,Max Blanc,1937,34,
R85986,,Vic Lewis And His Orchestra,"Broadcast, AFN, Frankfurt, Germany, September 11, 1951",1951,September,99096,Terry Lewis,1951,12,tp
R53208,Jazz And Hot Dance In Italy,,"Milan, Italy, February 13, 1946",1946,February,73114,Eraldo Romanoni,1946,18,p
R46264,,,"Stockholm, September 7, 1935",1935,September,29079,Magnus Ekstrom,1935,14,b
R32885,,Eddie Condon Blue Network Show 35,"Broadcast, New York, January 20, 1945",1945,January,4498,Tommy Dorsey,1945,1147,tb
R11239,,Count Basie And His Orchestra,"New York, April 10, 1951",1951,April,21561,Bob Mitchell,1951,75,tp
R3503,,,"Chicago, May 11, 1950",1950,May,8164,Jim Lannigan,1950,13,tu
R71558,Dinah Jams,,"Los Angeles, August 14, 1954",1954,August,37457,Richie Powell,1954,40,p-3
R79978,,Jay Clever And His Swing Orchestra,"Brussels, c. February 5, 1940",1940,February,48415,Harry Turf,1940,24,"as,cl"
R7062,,Georgie Auld And His Orchestra,"New York, June 14, 1946",1946,June,14915,Joe Pellicane,1946,1,b
R116500,,,"Cincinnati, Ohio, July 23, 1953",1953,July,124479,Lula Reed,1953,28,vcl
R114014,,,"New York, October 14, 1955",1955,October,2493,Blue Mitchell,1955,219,tp
R40927,,Arne Domnerus Quintet,"Stockholm, March 3, 1955",1955,March,29671,Gunnar Ohlsson,1955,36,d
R127792,,,"Lang-Worth transcriptions, New York, April 19, 1946",1946,April,95240,Hollis Sulser,1946,5,p
R78265,,Stan Kenton And His Orchestra,"Hollywood, CA, September 24, 1947",1947,September,20452,Bart Varsalona,1947,170,b-tb
R154797,,,"New York, July 25, 1951",1951,July,108150,Curtis Porter,1951,6,ts
R100915,,Heinz Munsonius Und Seine Solisten,"Berlin, May, 1942",1942,May,26659,Helmuth Friedrich,1942,98,"cl,ts"
R60538,,,"Prague, December 12, 1945",1945,December,27877,J. Brazant,1945,7,p
R154733,,,"New York, July 9, 1937",1937,July,28834,Cyril Haynes,1937,18,p
R107322,,,"New York, November 30, 1944",1944,November,12609,Jesse Price,1944,42,d
R94448,,John Mehegan Trio,"Hackensack, N.J., January 30, 1955",1955,January,9771,Charles Mingus,1955,236,b
R49823,,,"Live ""Birdland"", New York, June 7, 1952",1952,June,7100,Terry Gibbs,1952,151,vib-1
R96786,,Lucky Millinder And His Orchestra,"AFRS Jubilee, Hollywood, CA, c. January 1945",1945,January,66967,Mel Moore,1945,5,
R158624,,Helmut Zacharias Und Sein Orchester,"Hamburg, July 9, 1953",1953,July,72266,Willi Surmann,1953,21,bar
R133175,,,"London, November 27, 1947",1947,November,8572,Tommy McQuater,1947,201,
R72978,,Jazz At The Philharmonic,"Concert ""Carnegie Hall"", New York, September 19, 1953",1953,September,6403,Roy Eldridge,1953,413,tp
R55643,,Ib Glindemann And His Orchestra,"Copenhagen, November 21, 1952",1952,November,32874,Willy Clausen,1952,7,
R160417,,,"San Francisco, CA, August, 1946",1946,August,2482,Ernie Royal,1946,689,tp
R138929,,,"Los Angeles, October 13, 1947",1947,October,5540,Dave Cavanaugh,1947,85,bar
R23021,,Ted Buckner And His Orchestra,"Detroit, October 23, 1947",1947,October,39341,Louis Youngblood,1947,1,tp
R87211,"Jazz And Hot Dance In Argentina 1915-1950, Volume 1",Hector Y Su Gran Orq. De Jazz,"Buenos Aires, c. late 1950",1950,,100158,"Manuel ""Manolo"" Freigido",1950,1,"cl,as,ts"
R73856,,Maceo Jefferson Et Son Orchestre,"Paris, April 25, 1941",1941,April,2841,Max Blanc,1941,34,
R10368,,,"New York, May 8, 1939",1939,May,20242,Donald McCook,1939,11,as
R74527,,Buddy Johnson And His Orchestra,"New York, October 4, 1944",1944,October,90496,Willis Nelson,1944,25,
R67243,,,"New York, February 28, 1951",1951,February,9872,Al Sears,1951,239,ts
R71555,,,"Broadcast ""Birdland"", New York, prob June 17, 1950",1950,June,9032,"Walter Bishop, Jr.",1950,103,p
R19871,,,"Private recording, Stockholm, spring 1948",1948,,9632,Thore Swanerud,1948,98,p
R10353,,Charlie Barnet And His Orchestra,"New York, September 24, 1936",1936,September,11003,Charlie Barnet,1936,255,"sax,vcl,ldr"
R9516,40 Years Jubilee Volumes 1 & 2,,"Live, Germany & Holland, 1954-1955",1954,,18268,Lonnie Donegan,1954,69,bj
R55049,,Dizzy Gillespie And His Orchestra,"New York, November 21, 1949",1949,November,12401,Al Gibson,1949,51,bar
R83758,,,"Los Angeles, December 2, 1947",1947,December,97474,Bruno Rondelli,1947,18,ts
R139615,,Bands For Bonds : Rudi Blesh's All Star Stompers,"Broadcast, Bands for Bonds, New York, September 13, 1947",1947,September,6447,Ralph Sutton,1947,318,p
R92272,"Billy May, Matty Matlock And Billy Maxted Present Original Music By Bob Friedman Played By The All-American Team",,"Hollywood, CA, c. late 1950's ?",1950,,5547,Babe Russin,1950,422,"ts,cl"
R36734,,,"New York, August 2, 1935",1935,August,2897,John Kirby,1935,181,b
R63115,,Wynonie Harris And His All Stars,"New York, November 30, 1946",1946,November,80932,Larry Belton,1946,8,bar
R51102,,Pierre Fouad And His Orchestra,"Paris, July 10, 1941",1941,July,6205,Leo Chauliac,1941,29,p
R6122,,,"Stockholm, March 30, 1948",1948,March,13216,Carl-Axel Alm,1948,1,
R71965,,"Spotlight Bands 592, AFRS 437, Harry James And His Orchestra","Radio Broadcast, El Toro Marine Base, California, August 10, 1944",1944,August,76740,Sam Caplan,1944,167,
R149304,After Hours With Miss D,,"New York, June 15, 1954",1954,June,83377,Gus Chappell,1954,20,tb
R64558,,Neal Hefti And His Orchestra,"New York, October 22, 1951",1951,October,4597,Don Lamond,1951,552,d
R88665,,Humphrey Lyttelton Five,"London, September 29, 1955",1955,September,6905,Johnny Parker,1955,118,p
R95112,,,"Liverpool, June 21, 1951",1951,June,106678,Frank Robinson,1951,26,p
R26051,The Lost Recordings,Captain Robert Farnon And The Canadian Band Of The A.E.F.,"Canada, prob. February 10, 1945",1945,February,42894,Albert Love,1945,12,
R108813,,Tony Pastor And His Orchestra,"New York, January 12, 1950",1950,January,69962,Jack Agee,1950,38,bar
R133700,,Original Teddies : Piano Duet,"Berlin, April 27, 1938",1938,April,27527,Jack Trommer,1938,57,
R74397,,,"New York, September 20, 1955",1955,September,34218,Calvin Shields,1955,28,d
R61195,,Bengt Hallberg Ensemble Featuring Lars Gullin,"Stockholm, January 18, 1954",1954,January,13223,Simon Brehm,1954,132,b
R30690,"Transcription Sessions 1937-1938, Vol. 1",Larry Clinton And Bea Wain,"Associated Transcription session, New York, December 14, 1937",1937,December,48979,Jack Chesleigh,1937,32,g
R19004,,Tiny Bradshaw And His Orchestra,"New York, March 11, 1947",1947,March,28711,Pritchard Chessman,1947,7,ts
R93283,,,"Los Angeles, April 2, 1952",1952,April,105308,Rink Leslie,1952,3,vcl
R192565,,Michel Warlop & Django Reinhardt,"La Nuit du Jazz, Paris, June 30, 1938",1938,June,7223,Michel Warlop,1938,55,vln
R81096,,Billy Krechmer's Band,"New York, April 13, 1950",1950,April,95217,Freddy Thompson,1950,1,p
R54260,,Karl George Octet,"Los Angeles, August 2, 1945",1945,August,9767,Karl George,1945,78,tp
R160132,,,"Langworth Transcriptions, New York, June 17, 1946",1946,June,37816,Randy Brooks,1946,57,
R81380,,Gene Krupa And His Orchestra,"New York, November 28, 1940",1940,November,64657,Leroy Elton Hill,1940,87,
R121466,"Howard Rumsey's Lighthouse All Stars, Vol. 4 : Oboe/Flute",,"Live ""Lighthouse"", Hermosa Beach, CA, February 25 & 26, 1954",1954,February,7538,Bob Cooper,1954,448,"oboe,eng-hrn"
R36840,,,"London, February 1, 1940",1940,February,56363,Eddie Lee,1940,5,vcl
R76529,,Louis Jordan And His Tympany Five,"New York, April 2, 1941",1941,April,12475,Louis Jordan,1941,145,"as,ts-1,vcl"
R159910,,"Peggy Lee acc by ""The Four Of A Kind""","Capitol Transcription session, Hollywood, CA, May 14, 1946",1946,May,10921,Buddy Cole,1946,102,"p,cello,org"
R126961,,Artie Shaw And His Orchestra,"Chicago, IL, October 30, 1941",1941,October,47147,Paul Jordan,1941,23,
R30152,Gus Clark And His All Star Band,,"Brussels, May-June 1944",1944,May,31818,Gaston Bogaerts,1944,23,d
